actor_1_name,actor_2_name,actor_3_name,director_name,genres,movie_title
Taylor Negron,Raquel Welch,Larry Miller,Alex Zamm,Comedy,chairman of the board
Joseph Gordon-Levitt,Natalie Portman,Rainn Wilson,Spencer Susser,Drama,hesher
Richard E. Grant,Mark Wingett,Richard Graham,Richard Shepard,Comedy|Crime|Drama,dom hemingway
Matt Damon,Casey Affleck,unknown,Gus Van Sant,Adventure|Drama|Mystery,gerry
Olivia Williams,Luke Newberry,Eleanor Bron,Thaddeus O'Sullivan,Drama|Romance,the heart of me
Steve Carell,Josh Charles,Luke Grimes,Peter Sollett,Biography|Drama|Romance,freeheld
Lynn Cohen,Marian Seldes,Dan Hedaya,Shari Springer Berman,Comedy,the extra man
Leonid Yarmolnik,Yuriy Tsurilo,Valentin Golubenko,Aleksey German,Drama|Sci-Fi,hard to be a god
Chris Hemsworth,Mike Starr,Paul Sanchez,Stephen Milburn Anderson,Comedy|Crime|Thriller,ca$h
Emily Watson,Julie Walters,Miranda Richardson,Richard E. Grant,Drama,wah-wah
Norman Reedus,David Della Rocco,Bob Marley,Troy Duffy,Action|Crime|Thriller,the boondock saints
Michael Wong,Louis Koo,Stephen Au,David Lam,Action|Crime,z storm
Alden Ehrenreich,Bruce Dern,Joanne Whalley,Francis Ford Coppola,Comedy|Fantasy|Horror|Mystery,twixt
Erin Fitzgerald,Wendee Lee,Ivan Okhlobystin,Vladlen Barbe,Adventure|Animation|Family,snow queen
Debi Derryberry,Kate Higgins,Cindy Robinson,Richard Rich,Action|Adventure|Animation|Comedy|Drama|Family|Fantasy|Thriller,alpha and omega 4: the legend of the saw toothed cave
Clint Eastwood,Chris Penn,Sydney Penny,Clint Eastwood,Western,pale rider
Ben Browder,Christopher Judge,Julian Sands,Robert C. Cooper,Action|Adventure|Drama|Fantasy|Sci-Fi,stargate: the ark of truth
Milla Jovovich,Adam Goldberg,Cole Hauser,Richard Linklater,Comedy,dazed and confused
Lucas Grabeel,Corbin Bleu,Olesya Rulin,Kenny Ortega,Comedy|Drama|Family|Music|Musical|Romance,high school musical 2
Gordon Pinsent,Justin Edward Seale,John Ralston,Kim Nguyen,Drama|Romance,two lovers and a bear
Rex Baker,Edi Gathegi,Travis Aaron Wade,Jackie Earle Haley,Crime|Drama|Thriller,criminal activities
Heike Makatsch,Johanna Wokalek,Maria Schrader,Max Färberböck,Biography|Drama|Romance|War,aimee & jaguar
Rory Culkin,John Heard,Tim DeKay,Arie Posin,Comedy|Drama,the chumscrubber
Glenn Plummer,Jason Cerbone,Mark De Alessandro,Damian Nieman,Crime|Thriller,shade
Jennifer Lawrence,Nolan Gerard Funk,Gil Bellows,Mark Tonderai,Drama|Horror|Thriller,house at the end of the street
Lubna Azabal,Mélissa Désormeaux-Poulin,Ahmad Massad,Denis Villeneuve,Drama|Mystery|War,incendies
Laura Morante,Silvio Muccino,Giulia Michelini,Gabriele Muccino,Comedy|Drama|Romance,"remember me, my love"
Jim Broadbent,Brendan Coyle,Michael McElhatton,Ian Fitzgibbon,Action|Comedy|Crime|Drama|Romance|Thriller,perrier's bounty
Wagner Moura,Fernanda Machado,André Ramiro,José Padilha,Action|Crime|Drama|Thriller,elite squad
Alfre Woodard,Annabelle Wallis,Gabriel Bateman,John R. Leonetti,Horror|Mystery,annabelle
Deborah Mailman,Magda Szubanski,Jessica Mauboy,Rachel Perkins,Comedy|Drama|Musical,bran nue dae
John Cothran,Lloyd Avery II,Na'Blonka Durden,John Singleton,Crime|Drama,boyz n the hood
Esai Morales,Rosanna DeSoto,Danielle von Zerneck,Luis Valdez,Biography|Drama|Music,la bamba
Rita Moreno,Len Cariou,Sandy Dennis,Alan Alda,Comedy|Drama,the four seasons
Angie Dickinson,David Margulies,Nancy Allen,Brian De Palma,Mystery|Romance|Thriller,dressed to kill
Curtis Armstrong,Frances Conroy,Anne Heche,Stephen Sommers,Adventure|Comedy|Drama|Family,the adventures of huck finn
Sarah Polley,Jay Mohr,Scott Wolf,Doug Liman,Comedy|Crime,go
Greg Germann,Marin Hinkle,Jake Cherry,Nicole Holofcener,Comedy|Drama|Romance,friends with money
David Wayne,Paula Kelly,Eric Christmas,Robert Wise,Sci-Fi|Thriller,the andromeda strain
Leon,Bob Gunton,Ned Bellamy,Louis Morneau,Horror|Sci-Fi|Thriller,bats
Merab Ninidze,Juliane Köhler,Matthias Habich,Caroline Link,Biography|Drama,nowhere in africa
Michael Fassbender,Nicole Beharie,James Badge Dale,Steve McQueen,Drama,shame
Tom Hardy,Sally Hawkins,Jamie Foreman,Matthew Vaughn,Crime|Drama|Thriller,layer cake
Emily Podleski,Eric Johnson,Brenda Strong,Sterling Van Wagenen,Drama|Western,the work and the glory ii: american zion
Alexander Skarsgård,Julia Ormond,Jason Ritter,Zal Batmanglij,Drama|Thriller,the east
Robin Wright,Matt Frewer,Sissy Spacek,Michael Mayer,Drama|Romance,a home at the end of the world
Charlotte Rampling,Sara-Marie Maltha,Stellan Skarsgård,Hans Petter Moland,Drama,aberdeen
Steve Buscemi,Yaya DaCosta,Eamonn Walker,Oren Moverman,Drama|Romance|War,the messenger
Ray Winstone,Jed Brophy,Temuera Morrison,Ian Sharp,Action|Adventure|Drama|Western,tracker
Sam Riley,Samantha Morton,Alexandra Maria Lara,Anton Corbijn,Biography|Drama|Music,control
Michael Biehn,Brian Thompson,Paul Winfield,James Cameron,Action|Sci-Fi,the terminator
Florian Lukas,Chulpan Khamatova,Burghart Klaußner,Wolfgang Becker,Drama|Romance,good bye lenin!
Stephen Graham,Mark Bazeley,Maurice Roëves,Tom Hooper,Biography|Drama|Sport,the damned united
Linnea Quigley,Clu Gulager,Beverly Randolph,Dan O'Bannon,Comedy|Horror|Sci-Fi,the return of the living dead
Maria Pia Calzone,Fortunato Cerlino,Marco D'Amore,unknown,Crime|Drama|Thriller,gomorrah            
Ethan Suplee,Jason Mewes,Joey Lauren Adams,Kevin Smith,Comedy|Romance,mallrats
Olivia Newton-John,Stockard Channing,Sid Caesar,Randal Kleiser,Musical|Romance,grease
Johnny Depp,Tom Berenger,Kevin Dillon,Oliver Stone,Drama|War,platoon
Osama bin Laden,Stevie Wonder,Ricky Martin,Michael Moore,Documentary|Drama|War,fahrenheit 9/11
Katharine Ross,Ted Cassidy,Kenneth Mars,George Roy Hill,Biography|Crime|Drama|Western,butch cassidy and the sundance kid
Ed Wynn,Glynis Johns,Elsa Lanchester,Robert Stevenson,Comedy|Family|Fantasy|Musical,mary poppins
Adam Baldwin,Elizabeth McGovern,Judd Hirsch,Robert Redford,Drama,ordinary people
Jim Broadbent,Steve Coogan,Cécile De France,Frank Coraci,Action|Adventure|Comedy,around the world in 80 days
Rita Moreno,George Chakiris,Richard Beymer,Jerome Robbins,Crime|Drama|Musical|Romance|Thriller,west side story
Bill Murray,Rodney Dangerfield,Brian Doyle-Murray,Harold Ramis,Comedy|Sport,caddyshack
Julie Benz,Tatyana Ali,Jenifer Lewis,Gary Hardwick,Comedy|Drama,the brothers
Omar Epps,Tamala Jones,Richard T. Jones,Rick Famuyiwa,Comedy|Drama|Romance,the wood
Kevin Spacey,Chazz Palminteri,Kevin Pollak,Bryan Singer,Crime|Drama|Mystery|Thriller,the usual suspects
Lisa Wilcox,Kelly Jo Minter,Matthew Borlenghi,Stephen Hopkins,Fantasy|Horror|Romance|Thriller,a nightmare on elm street 5: the dream child
Ryan Reynolds,Curtis Armstrong,Erik Estrada,Walt Becker,Comedy|Romance,van wilder: party liaison
Mark Margolis,John D'Leo,Ajay Naidu,Darren Aronofsky,Drama|Sport,the wrestler
Joseph Cotten,Lillian Gish,Jennifer Jones,King Vidor,Drama|Romance|Western,duel in the sun
John Michael Higgins,Catherine O'Hara,Michael McKean,Christopher Guest,Comedy,best in show
Donald Pleasence,Adrienne Barbeau,Tom Atkins,John Carpenter,Action|Sci-Fi,escape from new york
Tisha Campbell-Martin,Ossie Davis,Bill Nunn,Spike Lee,Comedy|Drama|Musical,school daze
Lochlyn Munro,Brian Doyle-Murray,Tamala Jones,Fred Savage,Comedy|Family,daddy day camp
Sammo Kam-Bo Hung,Richard Norton,Rachel Blakely,Sammo Kam-Bo Hung,Action|Comedy|Crime,mr. nice guy
Michael McKean,Christopher Guest,Laura Harris,Christopher Guest,Comedy|Music,a mighty wind
Julia Roberts,Lili Taylor,Conchata Ferrell,Donald Petrie,Comedy|Drama|Romance,mystic pizza
Jim Broadbent,Tuppence Middleton,Lily James,unknown,Drama|History|Romance|War,war & peace            
Jeanne Tripplehorn,Kevin McNally,John Lynch,Peter Howitt,Comedy|Drama|Fantasy|Romance,sliding doors
Corbin Bernsen,Clarence Williams III,David Alan Grier,Rusty Cundieff,Comedy|Horror|Thriller,tales from the hood
David Oyelowo,Simon McBurney,Abby Mukiibi Nkaaga,Kevin Macdonald,Biography|Drama|History|Thriller,the last king of scotland
Donald Pleasence,Tamara Glynn,Troy Evans,Dominique Othenin-Girard,Horror|Thriller,halloween 5
Matthew McConaughey,Brandon Smith,Rick Dial,Richard Linklater,Comedy|Crime|Drama,bernie
Charlotte Rampling,Daryl Hannah,unknown,Jean-Jacques Mantello,Adventure|Documentary|Short,dolphins and whales 3d: tribes of the ocean
John Heard,Bud Cort,Amy Madigan,Ed Harris,Biography|Drama,pollock
Janeane Garofalo,Dave Chappelle,Gaby Hoffmann,Risa Bramon Garcia,Comedy|Drama|Romance,200 cigarettes
J.K. Simmons,Bradley Cooper,Olivia Wilde,Brian Klugman,Drama|Mystery|Romance|Thriller,the words
Will Ferrell,Adrian Martinez,Luis E. Carazo,Matt Piedmont,Comedy|Western,casa de mi padre
Ezra Miller,Curtiss Cook,Dominik García-Lorido,Raymond De Felitta,Comedy|Drama,city island
Don Cheadle,Fionnula Flanagan,Wale Ojo,John Michael McDonagh,Comedy|Crime|Thriller,the guard
Drake Bell,Alona Tal,Haley Bennett,Deb Hagan,Comedy,college
Kirsten Dunst,Kathleen Turner,Scott Glenn,Sofia Coppola,Drama|Romance,the virgin suicides
Jim Broadbent,Annette Badland,Brenda Blethyn,Mark Herman,Comedy|Drama|Music|Romance,little voice
Hugh M. Hefner,Windell Middlebrooks,Raquel Alessi,Zach Cregger,Comedy|Romance,miss march
Jim Parsons,Josh Gad,Michael Weston,Zach Braff,Comedy|Drama,wish i was here
Sarah Michelle Gellar,Dylan Baker,Lawrence Gilliard Jr.,Mark Tarlov,Comedy|Drama|Fantasy|Romance,simply irresistible
Francis Capra,Jason Dohring,Enrico Colantoni,unknown,Crime|Drama|Mystery,veronica mars            
John Cameron Mitchell,Miriam Shor,Andrea Martin,John Cameron Mitchell,Comedy|Drama|Music|Musical,hedwig and the angry inch
Antoni Corone,Ryan Bollman,Todd Susman,Sheldon Lettich,Action|Drama,only the strong
Rachel Alig,Monda Scott,Alexis Kendra,Jon Knautz,Drama|Horror|Mystery|Thriller,goddess of love
Hayden Christensen,Rosario Dawson,Cas Anvar,Billy Ray,Drama|History,shattered glass
Chelcie Ross,Lynne Thigpen,Polly Noonan,David Atkins,Comedy|Crime|Drama|Thriller,novocaine
Stockard Channing,Tony Devon,Frederick Weller,Patrick Stettner,Drama|Thriller,the business of strangers
William Holden,Warren Oates,L.Q. Jones,Sam Peckinpah,Action|Adventure|Western,the wild bunch
Mary-Kate Olsen,Aaron Yoo,Method Man,Jonathan Levine,Comedy|Drama|Romance,the wackness
Lesley-Anne Down,Michael Elphick,Pamela Salem,Michael Crichton,Adventure|Crime|Drama|Thriller,the great train robbery
Samantha Morton,Bryan Dick,Paul Popplewell,Lynne Ramsay,Drama,morvern callar
Michael Berryman,Kari Wuhrer,Marc Singer,Sylvio Tabet,Action|Adventure|Fantasy|Sci-Fi,beastmaster 2: through the portal of time
Aidan Quinn,Kendrick Cross,Sammy Nagi Njuguna,Rick Bieber,Biography|Drama|Sport,the 5th quarter
Benoît Magimel,Nathalie Baye,Mélanie Doutey,Claude Chabrol,Drama,the flower of evil
Jennifer Ehle,Zoë Kravitz,Cara Seymour,Shana Feste,Drama|Romance,the greatest
Bingbing Li,Russell Wong,Ji-hyun Jun,Wayne Wang,Drama|History,snow flower and the secret fan
Tim Blake Nelson,Diane Ladd,Ritchie Montgomery,Joey Lauren Adams,Drama|Romance,come early morning
James Nesbitt,Olivia Williams,Peter McNamara,Peter Cattaneo,Comedy|Crime|Romance,lucky break
Meryl Streep,Jane Fonda,Vanessa Redgrave,Fred Zinnemann,Drama,julia
Matthew McConaughey,Scott Glenn,Sarah Wright,S.R. Bindler,Comedy,"surfer, dude"
Noam Chomsky,Pat Buchanan,Bill Baird,Tony Kaye,Documentary,lake of fire
Henry Thomas,Barbara Hershey,Shawn Hatosy,Greg Marcks,Comedy|Crime|Drama,11:14
Catherine Bell,Kevin Tighe,Tim Guinee,Perry Lang,Action|Drama|Thriller,men of war
Pruitt Taylor Vince,M. Emmet Walsh,Robert Wahlberg,Jake Goldberger,Drama|Mystery|Thriller,don mckay
Charlie Hunnam,Olivia Wilde,Sissy Spacek,Stefan Ruzowitzky,Crime|Drama|Thriller,deadfall
Connie Nielsen,Aidan Quinn,John Bell,Vic Sarin,Drama|Family,a shine of rainbows
Drew Waters,Sean Cook,Cole Hauser,William Kaufman,Action|Thriller,the hit list
Romola Garai,Blake Ritson,Rupert Evans,unknown,Comedy|Drama|Romance,emma            
Debbie Harry,Leslie Carlson,Reiner Schwarz,David Cronenberg,Horror|Mystery|Sci-Fi|Thriller,videodrome
Romain Duris,Cécile De France,Iddo Goldberg,Cédric Klapisch,Comedy|Drama,l'auberge espagnole
Anne Hathaway,Shawn Parsons,Li Jun Li,Kate Barker-Froyland,Drama|Music,song one
Ryan Gosling,Chris Penn,Agnes Bruckner,Barbet Schroeder,Crime|Mystery|Thriller,murder by numbers
Yorick van Wageningen,Tygo Gernandt,Martijn Lakemeier,Martin Koolhoven,Drama|History|War,winter in wartime
Billy Burke,Michael Jai White,Bill Duke,Charles Matthau,Comedy|Crime|Thriller,freaky deaky
Jeanne Moreau,Paul Scofield,Michel Simon,John Frankenheimer,Thriller|War,the train
Mira Sorvino,John Billingsley,Trieu Tran,Christopher M. Bessette,Drama|Thriller,trade of innocents
Jon Foo,Nathan Jones,Johnny Nguyen,Prachya Pinkaew,Action|Crime|Drama|Thriller,the protector
Sean Pertwee,Frank Finlay,Samuel West,Gary Sinyor,Comedy,stiff upper lips
Simon Bird,Belinda Stewart-Wilson,James Buckley,unknown,Comedy|Romance,the inbetweeners            
Archie Panjabi,Parminder Nagra,Anupam Kher,Gurinder Chadha,Comedy|Drama|Romance|Sport,bend it like beckham
Miguel Ferrer,Edie Falco,Timothy Hutton,John Sayles,Drama|Romance,sunshine state
Wesley Jonathan,Wayne Brady,Eva Marcille,Preston A. Whitmore II,Action|Sport,crossover
Asin,Mithun Chakraborty,Johnny Lever,Ashish R. Mohan,Action|Comedy,khiladi 786
Jonathan D. Mellor,Pablo Rosso,Andrea Ros,Jaume Balagueró,Horror,[rec] 2
Kayla Jackson,Alexis Biesiada,Kayla Raparelli,Stewart Raffill,Musical,standing ovation
Eileen Brennan,Robert Shaw,Ray Walston,George Roy Hill,Comedy|Crime|Drama,the sting
Alice Krige,Ben Cross,John Gielgud,Hugh Hudson,Biography|Drama|Sport,chariots of fire
Cicely Tyson,Kimberly Elise,Tamara Taylor,Darren Grant,Comedy|Drama|Romance,diary of a mad black woman
Noah Taylor,Armin Mueller-Stahl,Nicholas Bell,Scott Hicks,Biography|Drama|Music|Romance,shine
Joseph Gordon-Levitt,Scarlett Johansson,Tony Danza,Joseph Gordon-Levitt,Comedy|Drama|Romance,don jon
Clint Eastwood,Richard Bull,John Hillerman,Clint Eastwood,Mystery|Western,high plains drifter
Scarlett Johansson,Steve Buscemi,T.J. Thyne,Terry Zwigoff,Comedy|Drama,ghost world
Kate Winslet,Jim Broadbent,Kris Marshall,Richard Eyre,Biography|Drama|Romance,iris
Stephen Macht,Avery Schreiber,Angelo Rossitto,William Sachs,Comedy|Sci-Fi,galaxina
Jean-Baptiste Maunier,François Berléand,Gérard Jugnot,Christophe Barratier,Drama|Music,the chorus
Paul Sorvino,Luke Kirby,Claudia Ferri,Émile Gaudreault,Comedy|Drama,mambo italiano
Alexis Dziena,Louis Lombardi,Franky G,James Cox,Crime|Drama|Mystery|Thriller,wonderland
Ruby Dee,John Savage,Danny Aiello,Spike Lee,Drama,do the right thing
Sarah Michelle Gellar,Eric Stoltz,Joey Lauren Adams,James Toback,Comedy|Crime|Drama|Romance|Thriller,harvard man
Jean-Pierre Léaud,Kati Outinen,Jean-Pierre Darroussin,Aki Kaurismäki,Comedy|Drama,le havre
Philippe Nahon,Albert Dupontel,Jo Prestia,Gaspar Noé,Crime|Drama|Mystery|Thriller,irreversible
Lindsay Kay Hayward,Hitoshi Matsumoto,Shinobu Terajima,Hitoshi Matsumoto,Comedy|Drama,r100
Anupam Kher,Steven Mackintosh,Madhavan,Rakeysh Omprakash Mehra,Comedy|Drama|History|Romance,rang de basanti
Kim Shaw,John Heard,David Dastmalchian,Collin Schiffli,Drama,animals
Jim Gaffigan,Cree Kelly,Mike Eshaq,George Ratliff,Action|Comedy|Drama|Thriller,salvation boulevard
Jon Hamm,Ken Marino,Ron Silver,David Wain,Comedy|Romance,the ten
Bob Hoskins,Paddy Considine,Shane Meadows,Shane Meadows,Comedy|Drama,a room for romeo brass
Aksel Hennie,Synnøve Macody Lund,Julie R. Ølgaard,Morten Tyldum,Crime|Drama|Thriller,headhunters
Russell Tovey,Richard Coyle,Bronagh Gallagher,Jon Wright,Comedy|Horror|Sci-Fi|Thriller,grabbers
Campbell Scott,Adam Butcher,Gordon Pinsent,Michael McGowan,Comedy|Drama|Sport,saint ralph
Samantha Morton,Jessica Chastain,Colin Farrell,Liv Ullmann,Drama|Romance,miss julie
Teresa Wright,Bill Erwin,George Voskovec,Jeannot Szwarc,Drama|Fantasy|Romance,somewhere in time
Abhishek Bachchan,Bipasha Basu,Prateik,Rohan Sippy,Action|Crime|Drama|Thriller,dum maaro dum
Lin Shaye,Barbara Hershey,Leigh Whannell,James Wan,Fantasy|Horror|Thriller,insidious: chapter 2
Emmanuelle Vaugier,Tony Nappo,Shawnee Smith,Darren Lynn Bousman,Horror|Mystery,saw ii
Bradley Cooper,John Gallagher Jr.,Sumalee Montano,Dan Trachtenberg,Drama|Horror|Mystery|Sci-Fi|Thriller,10 cloverfield lane
Bam Margera,Steve-O,Chris Pontius,Jeff Tremaine,Comedy|Documentary,jackass: the movie
Billy Burke,Amiah Miller,Gabriel Bateman,David F. Sandberg,Horror,lights out
Johanna Braddy,Sprague Grayden,Christopher Nicholas Smith,Henry Joost,Horror,paranormal activity 3
Lin Shaye,Shelley Hennig,Daren Kagasoff,Stiles White,Fantasy|Horror,ouija
John Saxon,Heather Langenkamp,Jennifer Rubin,Chuck Russell,Action|Fantasy|Horror|Thriller,a nightmare on elm street 3: dream warriors
Busy Philipps,Allison Tolman,Wendell Pierce,Joel Edgerton,Mystery|Thriller,the gift
Eugenio Derbez,Jessica Lindsey,Hugo Stiglitz,Eugenio Derbez,Comedy|Drama,instructions not included
Matt Shively,Brendon Eggertsen,Alisha Boe,Henry Joost,Horror,paranormal activity 4
Richard Burton,Jean Simmons,Victor Mature,Henry Koster,Drama|History,the robe
Burt Kwouk,Herbert Lom,Catherine Schell,Blake Edwards,Comedy|Crime|Mystery,the return of the pink panther
Johnny Depp,Tom Arnold,Yaphet Kotto,Rachel Talalay,Comedy|Fantasy|Horror|Thriller,freddy's dead: the final nightmare
Charlize Theron,Bruce Dern,Pruitt Taylor Vince,Patty Jenkins,Biography|Crime|Drama|Thriller,monster
James Mason,Robert J. Wilke,Paul Lukas,Richard Fleischer,Adventure|Drama|Family|Fantasy|Sci-Fi,"20,000 leagues under the sea"
Richard Cabral,Gloria Sandoval,Molly Ephraim,Christopher Landon,Fantasy|Horror|Thriller,paranormal activity: the marked ones
Anthony Hopkins,Anne Bancroft,Dexter Fletcher,David Lynch,Biography|Drama,the elephant man
Matthew McConaughey,Jennifer Garner,Denis O'Hare,Jean-Marc Vallée,Biography|Drama,dallas buyers club
Olivia Wilde,Mark Duplass,Donald Glover,David Gelb,Horror|Sci-Fi|Thriller,the lazarus effect
Callum Rennie,Thomas Lennon,Jorja Fox,Christopher Nolan,Mystery|Thriller,memento
James Lafferty,Rory Cochrane,Garrett Ryan,Mike Flanagan,Horror|Mystery,oculus
Ethan Suplee,Jason Mewes,Brian O'Halloran,Kevin Smith,Comedy,clerks ii
Julie Walters,Gary Lewis,Jamie Draven,Stephen Daldry,Drama|Music,billy elliot
Steve Carell,Liam James,Jim Rash,Nat Faxon,Comedy|Drama,the way way back
William Schallert,Tisha Campbell-Martin,Helen Martin,George Jackson,Comedy|Drama|Music|Romance,house party 2
Tony Bonner,Jack Thompson,Tom Burlinson,George Miller,Adventure|Drama|Family|Romance|Western,the man from snowy river
Frank Welker,Constance Shulman,Alice Playten,Maurice Joyce,Animation|Comedy|Family,doug's 1st movie
John Beasley,Todd Allen,June Carter Cash,Robert Duvall,Drama,the apostle
Faye Dunaway,Xander Berkeley,Diana Scarwid,Frank Perry,Biography|Drama,mommie dearest
Zooey Deschanel,Adam Scott,Steve Coogan,Jesse Peretz,Comedy|Drama,our idiot brother
William Hurt,Tony Curran,David Kross,Stephen Hopkins,Biography|Drama|Sport,race
Bernie Mac,Monica Calhoun,Chrystale Wilson,Ice Cube,Comedy|Drama,the players club
Mekhi Phifer,Andrew Keegan,John Heard,Tim Blake Nelson,Drama|Romance|Thriller,o
Ben Feldman,Edwin Hodge,Perdita Weeks,John Erick Dowdle,Horror|Mystery|Thriller,"as above, so below"
Boris Kodjoe,Cameron Mills,Sharon Leal,Bille Woodruff,Drama|Thriller,addicted
Jurnee Smollett-Bell,Lynn Whitfield,Diahann Carroll,Kasi Lemmons,Drama,eve's bayou
Kristen Stewart,Hunter Parrish,Seth Gilliam,Richard Glatzer,Drama,still alice
Gene Tierney,Peter Ustinov,Jean Simmons,Michael Curtiz,Drama|History,the egyptian
Sylvester Stallone,Lindsay Wagner,Persis Khambatta,Bruce Malmuth,Action|Crime|Thriller,nighthawks
Kane Hodder,Peter Mark Richman,Scott Reeves,Rob Hedden,Adventure|Horror,friday the 13th part viii: jason takes manhattan
Nia Vardalos,Louis Mandylor,Lainie Kazan,Joel Zwick,Comedy|Family|Romance,my big fat greek wedding
James Franco,Heather Morris,Rachel Korine,Harmony Korine,Crime|Drama,spring breakers
Donald Pleasence,Kim Darby,Mitchell Ryan,Joe Chappelle,Horror|Thriller,halloween: the curse of michael myers
Maribel Verdú,Daniel Giménez Cacho,María Aura,Alfonso Cuarón,Adventure|Comedy|Drama|Romance,y tu mamá también
Peter Serafinowicz,Dylan Moran,Rafe Spall,Edgar Wright,Comedy|Horror,shaun of the dead
Jessica Lowndes,Randy Wayne,Haley Bennett,Mickey Liddell,Drama|Horror|Thriller,the haunting of molly hartley
Matthew McConaughey,Clifton James,Miriam Colon,John Sayles,Drama|Mystery,lone star
Donald Pleasence,Kathleen Kinmont,Ellie Cornell,Dwight H. Little,Horror|Thriller,halloween 4: the return of michael myers
Thomas F. Wilson,Deborah Foreman,Clayton Rohner,Fred Walton,Horror|Mystery,april fool's day
Steve Guttenberg,Daniel Stern,Ellen Barkin,Barry Levinson,Comedy|Drama,diner
David Carradine,William Sanderson,Robert Beltran,Steve Carver,Action|Crime|Drama|Thriller|Western,lone wolf mcquade
Warren Christie,Ryan Robbins,Andrew Airlie,Gonzalo López-Gallego,Horror|Mystery|Sci-Fi|Thriller,apollo 18
Clifton Collins Jr.,Mary Lynn Rajskub,Paul Dooley,Christine Jeffs,Comedy|Drama,sunshine cleaning
Sterling Jerins,Claire Geare,Sahajak Boonthanakit,John Erick Dowdle,Action|Thriller,no escape
Vanna Bonta,John Amos,Rip Torn,Don Coscarelli,Action|Adventure|Fantasy,the beastmaster
Gina Lollobrigida,George Sanders,Finlay Currie,King Vidor,Drama|History|Romance|War,solomon and sheba
Fred Willard,Mike Epps,Russell Peters,Michael Tiddes,Comedy,fifty shades of black
Eddie Cibrian,Jenifer Lewis,Wood Harris,Bill Duke,Drama|Romance,not easily broken
Gary Cooper,Helen Hayes,Adolphe Menjou,Frank Borzage,Drama|Romance|War,a farewell to arms
Donald Faison,Brandy Norwood,Lauren London,Bille Woodruff,Comedy|Romance,the perfect match
Lara Jill Miller,Colleen O'Shaughnessey,Mona Marshall,Mamoru Hosoda,Action|Adventure|Animation|Family|Sci-Fi,digimon: the movie
Macaulay Culkin,Patrick Fugit,Eva Amurri Martino,Brian Dannelly,Comedy|Drama,saved!
Marie-Josée Croze,Stéphane Rousseau,Marina Hands,Denys Arcand,Comedy|Crime|Drama|Mystery|Romance,the barbarian invasions
Robert Shaw,Denholm Elliott,Nicol Williamson,Richard Lester,Adventure|Drama|Romance,robin and marian
Brendan Fehr,Kerr Smith,Izabella Miko,J.S. Cardone,Horror|Thriller,the forsaken
Harrison Ford,Carl Weathers,Franco Nero,Guy Hamilton,Action|Drama|War,force 10 from navarone
Fran Drescher,Gedde Watanabe,Michael Richards,Jay Levey,Comedy|Drama,uhf
Linda Cardellini,Joel David Moore,Shirley Jones,Nicholaus Goossen,Comedy,grandma's boy
Natasha Lyonne,Kevin Corrigan,Jessica Walter,Tamara Jenkins,Comedy|Drama,slums of beverly hills
Claudia Cardinale,Woody Strode,Jack Elam,Sergio Leone,Western,once upon a time in the west
Jon Favreau,Faizon Love,Jonathan Silverman,Jon Favreau,Comedy|Crime|Drama|Thriller,made
Kevin Spacey,Matt Berry,Benedict Wong,Duncan Jones,Drama|Mystery|Sci-Fi,moon
Miranda Cosgrove,Jami Gertz,Carter Jenkins,Scott Marshall,Comedy,keeping up with the steins
Norbert Ferrer,Guillaume Denaiffe,Chloe Hollings,Ronan Chapalain,Documentary,sea rex 3d: journey to a prehistoric world
Bruce Greenwood,Sarah Polley,Simon Baker,Atom Egoyan,Drama,the sweet hereafter
Lambert Wilson,Michael Lonsdale,Olivier Rabourdin,Xavier Beauvois,Drama,of gods and men
Alan Rickman,Freddy Rodríguez,Greg Collins,Randall Miller,Comedy|Drama,bottle shock
Cassandra Peterson,Tim Thomerson,Bess Armstrong,Jerry Belson,Comedy|Music|Sci-Fi,jekyll and hyde... together again
Kate Winslet,Jed Brophy,Liz Mullane,Peter Jackson,Biography|Crime|Drama|Romance|Thriller,heavenly creatures
Hayden Christensen,Bobby Batson,Cynthia Barrett,Michael Polish,Drama,90 minutes in heaven
Will Ferrell,Scott Takeda,Stephen Root,Dan Rush,Comedy|Drama,everything must go
Kim Dickens,Ryan O'Neal,Angela Featherstone,Jake Kasdan,Comedy|Crime|Drama|Mystery|Thriller,zero effect
Christian Bale,Jennifer Jason Leigh,Reg E. Cathey,Brad Anderson,Drama|Thriller,the machinist
Dana Delany,Jane Adams,David Clennon,Paul Schrader,Crime|Drama,light sleeper
Jeremy Renner,Paz Vega,Robert Pralgo,Michael Cuesta,Biography|Crime|Drama|Mystery|Thriller,kill the messenger
Dianne Wiest,Jon Tenney,Tammy Blanchard,John Cameron Mitchell,Drama,rabbit hole
Macaulay Culkin,Mia Kirshner,Marilyn Manson,Fenton Bailey,Biography|Crime|Drama|Thriller,party monster
Alia Shawkat,Mark Webber,Joe Cole,Jeremy Saulnier,Crime|Horror|Music|Thriller,green room
Liza Minnelli,Tim Russ,Winter Ave Zoli,Billy Kent,Comedy|Drama|Romance,the oh in ohio
Joaquim de Almeida,Greg Germann,Kristoffer Polaha,James Manera,Drama|Mystery|Sci-Fi,atlas shrugged: who is john galt?
Andrew Wilson,Darryl Cox,Lumi Cavazos,Wes Anderson,Comedy|Crime|Drama,bottle rocket
